" 00016"," E002","202101","00","O","000000000","000000000","000000000","177190022500","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","Q04","19720331","",""
" 00016"," E002D","202101","00","O","000000000","000000000","000000000","177190022500","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","Q01","19610228","",""
" 00016"," E002Q","202101","00","O","000000000","000000000","000000000","177190022500","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","Q64","","",""
" 00016"," E002T","202101","00","O","000000000","000000000","000000000","177190022500","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","Q65","","",""
" 00016"," E016","202101","31","G","000000000","000001543","000000000","177194064700","11","WD   31","03151","COX OPERATING LLC","WD030","000000000","S03","20000605","",""
" 00016"," E018","202101","00","O","000000000","000000000","000000000","177194065600","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","D01","19980420","",""
" 00016"," E018D","202101","31","O","000001504","000001718","000017516","177194065600","09","WD   31","03151","COX OPERATING LLC","WD030","000000000","D02","19980424","",""
" 00016"," E019","202101","00","U","000000000","000000000","000000000","177194028200","14","WD   31","03151","COX OPERATING LLC","WD030","000000000","X01","","",""
" 00016"," F013","202101","00","O","000000000","000000000","000000000","177190070500","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","D01","19851031","",""
" 00016"," F013D","202101","00","O","000000000","000000000","000000000","177190070500","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","D02","19640331","",""
" 00016"," F015","202101","00","O","000000000","000000000","000000000","177190070100","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","D62","","",""
" 00016"," F015D","202101","00","O","000000000","000000000","000000000","177190070100","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","D02","19690630","",""
" 00016"," F020","202101","00","O","000000000","000000000","000000000","177192018600","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","S02","19850630","",""
" 00016"," F021","202101","00","O","000000000","000000000","000000000","177194036001","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","S01","19960831","",""
" 00016"," F023","202101","00","U","000000000","000000000","000000000","177194039600","14","WD   31","03151","COX OPERATING LLC","WD030","000000000","X01","","",""
" 00016"," F026","202101","00","O","000000000","000000000","000000000","177194045101","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","S02","20020331","",""
" 00016"," F027","202101","29","O","000001591","000001910","000042436","177194063200","09","WD   31","03151","COX OPERATING LLC","WD030","000000000","S01","19960704","",""
" 00016"," F028","202101","00","O","000000000","000000000","000000000","177194063500","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","D01","20020124","",""
" 00016"," F028D","202101","29","O","000001198","000001550","000022827","177194063500","09","WD   31","03151","COX OPERATING LLC","WD030","000000000","D02","20020128","",""
" 00016"," L010","202101","00","U","000000000","000000000","000000000","177194015000","14","WD   31","03151","COX OPERATING LLC","WD030","000000000","X01","","",""
" 00016"," L011","202101","00","O","000000000","000000000","000000000","177194030200","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","S02","20061130","",""
" 00016"," L012","202101","00","O","000000000","000000000","000000000","177194030600","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","S02","20131031","",""
" 00016"," L013","202101","31","O","000001662","000002074","000019910","177194043302","09","WD   31","03151","COX OPERATING LLC","WD030","000000000","D01","20050430","",""
" 00016"," L013D","202101","00","O","000000000","000000000","000000000","177194043302","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","D02","","",""
" 00016"," L019","202101","00","U","000000000","000000000","000000000","177194049602","14","WD   31","03151","COX OPERATING LLC","WD030","000000000","X01","","",""
" 00016"," L020","202101","02","O","000000008","000000078","000002003","177194050502","09","WD   31","03151","COX OPERATING LLC","WD030","000000000","S02","20141228","",""
" 00016"," L021","202101","00","O","000000000","000000000","000000000","177194058100","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","D04","20140403","",""
" 00016"," L021D","202101","00","G","000000000","000000000","000000000","177194058100","13","WD   31","03151","COX OPERATING LLC","WD030","000000000","D03","20031231","",""
" 00016"," L022D","202101","00","O","000000000","000000000","000000000","177194057800","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","D02","19940430","",""
" 00016"," N010","202101","00","U","000000000","000000000","000000000","177190070200","14","WD   31","03151","COX OPERATING LLC","WD030","000000000","X01","","",""
" 00016"," N018","202101","28","O","000001342","000002255","000028451","177190071101","09","WD   31","03151","COX OPERATING LLC","WD030","000000000","S01","20010708","",""
" 00016"," N019","202101","00","O","000000000","000000000","000000000","177194026000","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","S01","19820731","",""
" 00016"," N020","202101","00","O","000000000","000000000","000000000","177194026101","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","D01","19990513","",""
" 00016"," N020D","202101","28","O","000001443","000000850","000019584","177194026101","09","WD   31","03151","COX OPERATING LLC","WD030","000000000","D02","19990513","",""
" 00016"," N021","202101","00","O","000000000","000000000","000000000","177194057100","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","S02","20010531","",""
" 00016"," N022","202101","28","O","000002106","000002308","000034723","177194060401","09","WD   31","03151","COX OPERATING LLC","WD030","000000000","S01","20010623","",""
" 00016"," N023","202101","00","U","000000000","000000000","000000000","177194060101","14","WD   31","03151","COX OPERATING LLC","WD030","000000000","X01","","",""
" 00016"," N024","202101","00","O","000000000","000000000","000000000","177194071201","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","S01","20020815","",""
" 00016"," S018","202101","00","U","000000000","000000000","000000000","177190072300","14","WD   31","03151","COX OPERATING LLC","WD030","000000000","X01","","",""
" 00016"," S024","202101","00","O","000000000","000000000","000000000","177194049200","12","WD   31","03151","COX OPERATING LLC","WD030","000000000","S02","20050630","",""
" 00018"," B021","202101","00","O","000000000","000000000","000000000","177154057901","12","ST   66","03151","COX OPERATING LLC","ST054","000000000","S01","19980220","891003444","0"
" 00019"," G005","202101","00","U","000000000","000000000","000000000","177154054200","14","ST   54","03151","COX OPERATING LLC","ST054","000000000","X01","","",""
" 00019"," G007","202101","00","U","000000000","000000000","000000000","177154052300","14","ST   54","03151","COX OPERATING LLC","ST054","000000000","X01","","",""
" 00019"," G008","202101","00","U","000000000","000000000","000000000","177154051801","14","ST   54","03151","COX OPERATING LLC","ST054","000000000","X01","","",""
" 00019"," G011","202101","28","G","000000000","000006245","000010334","177154051401","11","ST   54","03151","COX OPERATING LLC","ST054","000000000","D02","20130622","891003444","0"
" 00019"," G011","202101","28","G","000000416","000000418","000019672","177154051401","11","ST   54","03151","COX OPERATING LLC","ST054","000000000","D01","20130620","891003444","0"
" 00019"," G013","202101","31","O","000001074","000000422","000044059","177154050900","09","ST   54","03151","COX OPERATING LLC","ST054","000000000","S01","19821130","891003444","0"
" 00019"," G017","202101","00","G","000000000","000000000","000000000","177154054301","13","ST   54","03151","COX OPERATING LLC","ST054","000000000","S01","20090820","891003444","0"
" 00019"," G018","202101","00","O","000000000","000000000","000000000","177154052802","12","ST   54","03151","COX OPERATING LLC","ST054","000000000","S01","19971104","891003444","0"
" 00019"," G020","202101","31","O","000001319","000000429","000051646","177154054802","09","ST   54","03151","COX OPERATING LLC","ST054","000000000","S01","20130302","891003444","0"
" 00019"," G022","202101","00","O","000000000","000000000","000000000","177154064703","12","ST   54","03151","COX OPERATING LLC","ST054","000000000","S01","19980316","891003444","0"
" 00019"," G023","202101","00","O","000000000","000000000","000000000","177154054901","12","ST   54","03151","COX OPERATING LLC","ST054","000000000","S01","19951112","891003444","0"
" 00019"," G025","202101","31","O","000000194","000014725","000016572","177154073701","08","ST   54","03151","COX OPERATING LLC","ST054","000000000","S01","20180930","891003444","0"
" 00019"," G028","202101","00","U","000000000","000000000","000000000","177154080101","14","ST   54","03151","COX OPERATING LLC","ST054","000000000","X01","","",""
" 00019"," G031","202101","31","O","000001260","000000311","000034300","177154080201","09","ST   54","03151","COX OPERATING LLC","ST054","000000000","S01","19980118","891003444","0"
" 00019"," G032","202101","27","O","000000371","000000205","000009961","177154087800","09","ST   54","03151","COX OPERATING LLC","ST054","000000000","S01","19960204","891003444","0"
" 00019"," J005","202101","31","O","000001793","000002872","000000865","177154124200","09","ST   54","03151","COX OPERATING LLC","ST054","000000000","S01","20090608","891003444","0"
" 00020","  006","202101","08","O","000004398","000007565","000002677","177154078404","08","ST   67","03295","FIELDWOOD ENERGY LLC","ST054","000000000","S01","20180930","891003444","0"
" 00020"," B001","202101","00","U","000000000","000000000","000000000","177150031700","14","ST   67","03151","COX OPERATING LLC","ST054","000000000","X01","","",""
" 00020"," B003","202101","00","U","000000000","000000000","000000000","177150031900","14","ST   67","03151","COX OPERATING LLC","ST054","000000000","X01","","",""
" 00020"," B008","202101","00","U","000000000","000000000","000000000","177150084500","14","ST   67","03151","COX OPERATING LLC","ST054","000000000","X01","","",""
" 00020"," B009","202101","00","U","000000000","000000000","000000000","177150102200","14","ST   67","03151","COX OPERATING LLC","ST054","000000000","X01","","",""
" 00020"," B022","202101","00","O","000000000","000000000","000000000","177154057000","12","ST   67","03151","COX OPERATING LLC","ST054","000000000","D04","19980516","891003444","0"
" 00020"," B023","202101","23","O","000000651","000000702","000057254","177154056601","09","ST   67","03151","COX OPERATING LLC","ST054","000000000","S01","19970202","891003444","0"
" 00020"," B025","202101","31","O","000000799","000001753","000022029","177154058505","09","ST   67","03151","COX OPERATING LLC","ST054","000000000","S01","20030608","891003444","0"
" 00020"," B026","202101","20","O","000000359","000001033","000018228","177154061701","09","ST   67","03151","COX OPERATING LLC","ST054","000000000","S01","19950430","891003444","0"
